,Embedded_text,dialect
122,"Replying to 
@m__kk23
كل واحد ومزاحه وحسب رغبته 
صباحك ورد جوري 
2
1",S
123,"Replying to 
@do_176
وصباحك ",S
124,"Replying to 
@5ch_sk
اللهم امين 
1",S
125,"Replying to 
@do_176
1
2",S
126,"كلام جميل بلسم على القلب 
1
2",S
127,"Replying to 
@Om_nayif
الله يسعد صباحك وطلتك ي.",S
128,"Replying to 
@YOVAYUE
 and 
@lliaeill",S
129,"Replying to 
@m11alshammeri
 and 
@lmoosh_AL_shmri
اييييه وانعم بالله ",S
130,"Replying to 
@m11alshammeri
 and 
@lmoosh_AL_shmri
كلمه ياليت ولو ماتنفع الحكاي 
1",S
131,"Replying to 
@Ab_2021a",S
132,"Replying to 
@Nadasealsied
اللهم امين 
يسعد صباحك ورد جوري 
1
1",S
133,"Replying to 
@graam__love
العشق الصادق يبقي طوال العمر 
وكل مامر يوم يزاد اشتياق مثل 
شوق الصحاري للمطر ",S
134,"Replying to 
@layla07777
كلمه شكرا قليل بحقك ولا اسمحيلي اقول 

من راء غرتو هلل وكبر بدر ليله تمامه 
1
1",S
135,"Replying to 
@layla07777
اللهم امين واياك والمارين 
1
1",S
136,"Replying to 
@layla07777
النور باصحابه شكرا 
لمشاعرك الطيبه 
1
1",S
137,"Replying to 
@layla07777
صح بوحك 
1
1",S
138,"في زحمه الناس صعبة حالتي 
فجئه أختلف لوني وظاعت خطوتي ",S
139,"Replying to 
@graam__love",S
140,"Replying to 
@graam__love
اللهم امين يارب العالمين ",S
141,"مدري يجوز اكلك بعد الرضاعه ؟
1
1",S
142,"Replying to 
@iiyyrr6
1",S
143,"Replying to 
@Aa_5559999
دووووم الابتسامة والفرفشة 
1",S
144,"Replying to 
@Aa_5559999
حتى ي الرجل في هيك مواقف 
يضلي يهذري تقول الحراره فوق ٤٠
1",S
145,"Replying to 
@Aa_5559999
اثنينهم
1
1",S
146,"Replying to 
@Aa_5559999
سلامتك من الرعشة 
امكن رعشه فرحه 
1",S
147,"بدري 
تصبحي على خير ",S
148,"Replying to 
@abdulmohsn2012
 and 
@asdwrr4566
صح بوحك ",S
149,"Replying to 
@graam__love
الذوووق مرورك سلم غاليك ",S
150,"Replying to 
@bmw2030_CC
مغربيه او مليزيه 
وان عدم شاميه 
1
1",S
151,"Replying to 
@graam__love
روعه 
سلامتك 
1
1",S
152,"Replying to 
@5ch_sk
 and 
@SaedShream
ونعم بالله 🖒
1",S
153,"Replying to 
@5ch_sk
العفو ام محمد حبايب وان شاء اللة 
على طول حبايب 
1",S
154,"Replying to 
@Q9C13
 @SaedShream
 and 
@5ch_sk",S
155,"Replying to 
@M_omn_M
من صبر نال ",S
156,"Replying to 
@5ch_sk
من ذوووقك واخلاقك الرياضيه 
1
1",S
157,"Replying to 
@amaljardan
صح لسانك 
روعه وذوووق 
1
1",S
158,"Replying to 
@__issaarraa__
هذا القهر بعينه ",S
159,"Replying to 
@waww9797
روووووووعه ",S
160,"Replying to 
@__issaarraa__
يعميك ويسقط من نظرك ",S
161,"Replying to 
@5ch_sk
توقعك الشوط الثاني 
1
1",S
162,الحب الصادق اهنيك بشعورك,S
163,"Replying to 
@sh13sh13_ss
 and 
@_Sammtt
كلام جميل أتفق معك 
1",S
164,"Replying to 
@lmoosh_AL_shmri
مسسسسساء الورد والياسمين ",S
165,"Replying to 
@BwU1iI9iR0cDs9A",S
166,"اهداء لكل شخص يعشق الفل والكاذي 
1",S
167,"Replying to 
@Restricted_Pens
دووووم الابتسامة ",S
168,الله لايحرم كل حبيب من حبيبو,S
169,"Replying to 
@rima_yehea",S
170,"Replying to 
@ts76i
العفو ",S
171,"Replying to 
@ts76i
اكيد ٣",S
172,"Replying to 
@ts76i
على نيتي ",S
173,"Replying to 
@ts76i
اذا كان قلبك معلق بربك راح تصحى 
للصلاه 
1
1",S
174,"Replying to 
@AbouSal56970330
عندكم ",S
175,"Replying to 
@rima_yehea
وينطق عليه اسمك يالريم 
1",S
176,"Replying to 
@3cbua
يسمى الغزال والريم 
1",S
177,"Replying to 
@aqwertyuimo
اتفق معك 
1",S
178,"Replying to 
@asdwrr4566
 and 
@saudkf
اكيد",S
179,"Replying to 
@asdwrr4566
ياليت",S
180,"وش تسمو ذول عندكم ؟
10
3
12",S
181,"Replying to 
@aliajh12
وفالك الطيب والعود ",S
182,"Replying to 
@ppppggvdh
امين",S
183,كلك ذوووق وابداع,S
184,بعدي,S
185,"Replying to 
@5ch_sk
اللهم صل وسلم على محمد وعلى آله وصحبه وسلم 
1",S
186,"Replying to 
@5ch_sk
الله يجزاك الخير 
1",S
187,"Replying to 
@iiill707
🖒🖒
1",S
188,"Replying to 
@__issaarraa__
من كان معى الله كان الله معه ",S
189,"Replying to 
@__issaarraa__
من اي ؟",S
190,"Replying to 
@__issaarraa__
ومن يتوكل على الله فهو حسبه 
ويرزقه من حيث لا يعلم ",S
191,"Replying to 
@__issaarraa__
اللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم ",S
192,"Replying to 
@aliajh12
اللهم امين 
1",S
193,"Replying to 
@aliajh12
1",S
194,"Replying to 
@m__kk23
ليتك ساهرن معي ليلى الهواء كله 
1",S
195,"Replying to 
@aliajh12
1",S
196,"Replying to 
@Mooodymaymony
وصباحك اسعد
1",S
197,"Replying to 
@ALMLkiy100
 @do_176
 and 
@m__kk23
2",S
198,"Replying to 
@do_176
 and 
@m__kk23
٣
2
3",S
199,"#حط_تغريده_صلاه_عالنبي
3",S
200,"Replying to 
@Om_nayif
انتي كذا ",S
201,"Replying to 
@layla07777
امين واياك والمارين 
1",S
202,,S
203,,S
204,"Replying to 
@Aa_5559999
عطوه والجزار ",S
205,"Replying to 
@layla07777
أللهم امين 
اللهم نور على اهل القبور قبورهم 
واغفر للأحياء ويسر لهم امورهم 
        اللهم آمين 
1
1",S
206,"Replying to 
@aliajh12
آمين 
وفالك الطيب والعود 
1",S
207,"Replying to 
@aliajh12
تصبحين على خير 
1
1",S
208,شكريا,S
209,"Replying to 
@_203Aml
كل وقتك صباح وفرح ي رب 
1",S
210,احلمي يا عسى عمرك طويل,S
211,"Replying to 
@layla07777
العفو هذا واجب علينا 
يا اصيله ",S
212,"Replying to 
@mn__mn__0
أللهم امين ",S
213,"Replying to 
@CC_205
 and 
@njo58
ألله يهنيهم ببعض 
وعقبالي بام ٣٥ي كربم ",S
214,"Replying to 
@Restricted_Pens
⚘",S
215,"Replying to 
@Restricted_Pens
أللهم امين واموات المسلمين ",S
216,"Replying to 
@Restricted_Pens
؟؟",S
217,"Replying to 
@Restricted_Pens
يازين التواضع يرفع قدرك عند الله 
ثم عند خلقه 
1",S
218,"Replying to 
@Restricted_Pens
تصحيح والا سؤال 
1",S
219,"Replying to 
@Restricted_Pens
مشتاق اسئل عنكم الاحوال 
1",S
220,"Replying to 
@layla07777
الحمد لله على السلامة 
طهور ان شاء اللة 
طلتك وابداعك نوره  تويتر 
مساك صحه وسعاده وابتسامه شاعرتنا 
⚘
1
1",S
221,"Replying to 
@walid_7_88
سرنا شيبان ي الله التوفيق 
وحسن الخاتمه ",S
222,"Replying to 
@_Sammtt",S
223,"Replying to 
@5ch_sk
1",S
224,"#سعادتك_اختصرها_بكلمتن
بالتسبيح والاستغفار 
1
1",S
225,"Replying to 
@walid_7_88
العتب على النظر
1",S
226,"Replying to 
@lmoosh_AL_shmri
والعفو 
بالصيني كيف تنطق ⚘",S
227,"Replying to 
@_Sammtt",S
228,"Replying to 
@lmoosh_AL_shmri
هنيئا لك اجاد اللغه 
1",S
229,"Replying to 
@_Sammtt
ذحين اشوف الخلل وارفصها رفص 
1",S
230,"Replying to 
@aliajh12
أللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم 
2",S
231,,S
232,"ذوووق 

يسعد مساك بالأنس ",S
233,"Replying to 
@graam__love
على قلبك ",S
234,,S
235,"بعد صلاه العصر 
بالغافيه على قلبك ",S
236,"Replying to 
@walid_7_88
حولك مو بعيد 
1",S
237,"يكفينا الشر يابعد حيي 
1",S
238,شددددديده,S
239,"1
1",S
240,,S
241,"امين يارب 
ويحقق مرادك ",S
242,"صلو على من امركم الله بالصلاة عليه 
اللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم 

تصبحون على امنيات محققه من ربكم 
2",S
243,"Replying to 
@Mona_Anbar
أللهم صل وسلم على نبينا محمد وعلى آله وصحبه وسلم 
1",S
244,"Replying to 
@Mona_Anbar
ذوووق 
الحب شعور لايوصف مهما قلت احبك 
1",S
245,"Replying to 
@Mona_Anbar
1",S
246,"Replying to 
@ppppggvdh
ألله يجزيك الخير ⚘
1
1",S
247,"Replying to 
@Mona_Anbar
احسنتي جزاك الله خيرا 
وجعل ذالك في ميزان حسناتك ⚘
1
1
1",S
248,"Replying to 
@5ch_sk
ناس همهم يسعدونك 
وناس مادرو عنك وين 
1",S
249,روووعة,S
250,"Replying to 
@3cbua
الي على راسه بطحه....
1",S
251,"Replying to 
@BwU1iI9iR0cDs9A
هههههههههههه",S
252,"Replying to 
@BwU1iI9iR0cDs9A
صباح النور 
بدري ماجت الثانيه عشر ص
1
1",S
253,انهو وجع صعب شفاه,S
254,"ي ناس حالي راح من غير مسروح 
الله يرحم حالتك ي الجنوبي 
كل العرب تمسي ونا ليلي ينوح 
عز الله هم سمر البنات العبوبي 
2",S
255,"Replying to 
@nwerh1
مساك أنس وفل ",S
256,"Replying to 
@BwU1iI9iR0cDs9A
وانعب بالله",S
257,"Replying to 
@_Sammtt
هههههه 
1",S
258,"Replying to 
@iYgWyncTgUzZjXq
1",S
259,"ناس همهم يسعدونك 
وناس مادرو عنك وين 
2",S
260,"Replying to 
@mn__mn__0",S
261,"Replying to 
@s2pieTTAR8oq2CU
نعم اذا كانت الصداقة باخلاص 
1
1",S
262,1,S
263,"يادكتور داويني بعده لعب فيني
1",S
264,"1
1
2",S
265,"Replying to 
@Mooodymaymony
يسعد مساك بالأنس ",S
266,"Replying to 
@Ab_2021a
ي سلم الطائرة بكيت غصبا بكيت.",S
267,"""أوَكلما وجَّهتُ قلبي وجهةً
يأتي غرامك أوَّل الوجهاتِ؟
أوَكلما أنوي التجلُّد جئتني!
في الصمتِ في الإلهامِ في الغفواتِ
أوَكلما أنوي الخصامَ رمقتني
فتراجعتْ وتخاذلتْ نيّـاتي
ما أنتَ يا هذا؟ لعبتَ بهيبتي!
خالفتُ فيك مجامعَ العاداتِ.""
1",S
268,"Replying to 
@abogeaida9
هلا بالطيب الغالي
حبيب وشوفتو حلوه 

مرحبا مليون هلا اخوي 
مساء القلوب الطيبه ",S
269,"أصعب سؤال يمرّني في غيابك..
شنهو مصيرك ياغلاي ومصيري؟
,
أراقب اللّي تكتبه في حسابك..
مدري أنا المقصود.. أو شخص غيري
1
1",S
270,"Replying to 
@BwU1iI9iR0cDs9A
ولكم",S
271,"Replying to 
@BwU1iI9iR0cDs9A
ذوووق ⚘
1",S
272,"هلا بالطيب الغالي 
حبيب وشوفتو منوه 

مساء الخير و المسرلت ",S
273,"Replying to 
@shos1122472
1",S
274,"Replying to 
@shos1122472
تخفيف مواجع قديمه 
1
1",S
275,"Replying to 
@vx2444
أللهم امين 
2",S
276,1,S
277,"Replying to 
@5ch_sk
ذوووق ي ام محمد 
1",S
278,خليها وش فيه السحاب بدل علام,S
279,,S
280,"Replying to 
@sasasa2sasa1
كيف صادق وعفوي ؟
1
1
1",S
281,"Replying to 
@aliajh12
1
4",S
282,"Replying to 
@5ch_sk
1",S
283,ونعم وست نعام ⚘,S
284,1,S
285,"Replying to 
@Om_nayif
أحبك الله الي حببك فينا ",S
286,ههههه,S
287,تس هذي جزا من اللغه الصينية,S
288,واي شقرديه,S
289,دووووم,S
290,صدق فمك,S
291,"ماشاء اللة 
سرتي بلبل في الغه الصينية ",S
292,"منكم نستفيد 
ارجو التصحيح  نسينا العربيه 
سرنا نحكي صيني ",S
293,"سريت ليل الهوا ليلن بلج نوره 
امشي مع الضلمه وتسايرنيا القمرا 

عد المعذره إذا خانني الاملاء ",S
294,"Replying to 
@iiill707
ألله يسعد مساك بالانس 
1",S
295,تنشد عن الحال هذا هو الحال,S
296,"ألله يخارجنا من شنق وبنق وينقوو 
ههههههههههه ",S
297,"ههههههههههه 
ياخي مااسبك امسي عليك 
وتقولي حافظه ",S
298,ولكم,S
299,"فري  قود 
نا ش يهون بالصينيه ",S
300,قوووود فري قووود,S
301,"حظنا من زمان 
وش معنى ناهييه واي لغه هذي ",S
302,"ذوووق 
مساء القلوب الطيبه ⚘",S
303,,S
304,"Replying to 
@aliajh12
ههههههههههه 
مساء النور 
وان شان شن 
1",S
305,ريال وشيمت رجال,S
306,"ألله يحفظ امك وامي وامهات المسلمين 
اللهم آمين يارب العالمين ",S
307,1,S
308,,S
309,,S
310,"Replying to 
@juma_alniri
روووووووعه وذوووق 
يسعد مساك بالأنس ",S
311,سسسسسسسساالخييييير,S
